Organization,Country,SDG Goal,SDG Question,Answer Options,SDG Goal ID,SDG Ques ID,Industry,Filtered Content,URL,Page number,Document Type,Publication Date,Last updated Date
Calix Limited (calix),AU,Goal 12. Ensure sustainable consumption and production patterns,"In your organization, what is the recycling rate (measured by sum of recyclables + organics divided by total garbage, as the percentage of of all waste that is recycled? ",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S003,Q003,Manufacturing | Mining,"[Page 26] Currently, 80% of wastewater flows back into the ecosystem  without being treated or reused, while existing water treatment  products, such as caustic soda, can have significant detrimental  environmental impacts 1. | [Page 34] This means we try to reduce printing where possible or we print  on 100% recycled paper if printing is necessary. | [Page 22] CONTINUALLY  INNOVATING  In 2022, we set a goal for ourselves to have 100% sustainable  material inputs that are reusable, renewable and/or recyclable  by 2030. | [Page 16] Water  FY24  m3  Total freshwater consumption  16,182 1  Water use from alternative water sources  14% 2  Waste  Calix aims to use an increasingly circular operating model, where waste is  reduced and ideally eliminated.",https://calix.global/wp-content/uploads/2024/08/calix-limited-fy24-sustainability-report.pdf,26 | 13 | 34 | 22 | 16,PDF,2024.0,2025-04-23T04:58:45.958370
Calix Limited (calix),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Manufacturing | Mining,"[Page 6] Sparked by the release of the International Financial Reporting  Standards (IFRS) S1 and S2, Calix is working to enhance our  sustainability strategy, governance, and risk management in line  with the Australian Accounting Standards Board’s (AASB) proposed  Australian Sustainability Reporting Standards (ASRS). | [Page 32] SDG  Calix Business Line  Magnesia  Magnesia  Magnesia  Sustainable  Processing  Sustainable  Processing,  Leilac  Magnesia  Sustainable  Processing,  Leilac,  Magnesia  Magnesia  Magnesia  Sustainable  Processing,  Leilac  Reporting topics  In preparation for Australia’s Climate-related Financial Disclosures, Calix is aligning  its sustainability disclosures with the proposed framework outlined by the AASB. | [Page 6] In the same spirit, the Company is stepping up its own efforts to  further embed sustainability into its strategic decision-making  in compliance with reporting standards. | [Page 6] In the past year, we have seen the global movement towards  alignment of sustainability reporting standards strengthen. | [Page 32] INTRODUCTION  COMMUNITY SUSTAINABILITY AMBITIONS  SUSTAINABILITY REPORT 2024 | [Page 12] OUR SUSTAINABILITY  AMBITIONS  AMBITION  10  INTRODUCTION  COMMUNITY  APPENDIX SUSTAINABILITY REPORT 2024  RESPONSIBLE BUSINESS SUSTAINABILITY AMBITIONS",https://calix.global/wp-content/uploads/2024/08/calix-limited-fy24-sustainability-report.pdf,12 | 6 | 32,PDF,2024.0,2025-04-23T04:58:45.958370
Calix Limited (calix),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Manufacturing | Mining,Calix Limited Australia joined un compact on 10-Nov-20,https://unglobalcompact.org/what-is-gc/participants/142168-Calix-Limited,6 | 9,PDF,2024.0,2025-04-23T04:58:45.958370
Calix Limited (calix),AU,Goal 5. Achieve gender equality and empower all women and girls,"In your organization, what is the percentage of women in managerial positions?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S001,Q001,Manufacturing | Mining,[Page 18] 25.6%  Female at  Management Level 1  43%  Female at Board of  Directors Level  16 | [Page 18] 65%  26.4%  8%  0.6%  Male  Female  Not disclosed  Non-binary/conforming  Global gender  breakdown  1.,https://calix.global/wp-content/uploads/2024/08/calix-limited-fy24-sustainability-report.pdf,12 | 18 | 19,PDF,2024.0,2025-04-23T04:58:45.958370
Calix Limited (calix),AU,"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","In your organization, what percentage of annual energy usage is derived from renewable energy (clean fuels and technology)?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S002,Q002,Manufacturing | Mining,"[Page 15] 70.1%  29.9%  Energy use  by type  Conventional energy  Renewable energy  Carbon intensity  Carbon intensity is a key metric by which Calix intends to evaluate  how the Company is decoupling our resource use from business  growth. | [Page 25] In turn, this  could support a reduction in grid infrastructure costs and  the inclusion of increased levels of renewable generation into  energy grids. | [Page 28] Switching industrial heat sources from coal and the  combustion of other fossil fuels to renewably generated electricity can deliver improved  air quality to the surrounding communities. | [Page 14] Opportunities to improve the  Company’s supplier selection process and  increase supplier engagement are some of  the strategies currently being developed  to reduce Scope 3 emissions in addition to  resolving key data gaps. | [Page 22] CONTINUALLY  INNOVATING  In 2022, we set a goal for ourselves to have 100% sustainable  material inputs that are reusable, renewable and/or recyclable  by 2030.",https://calix.global/wp-content/uploads/2024/08/calix-limited-fy24-sustainability-report.pdf,25 | 28 | 24 | 22 | 15 | 14,PDF,2024.0,2025-04-23T04:58:45.958370
Cleanaway,AU,Goal 12. Ensure sustainable consumption and production patterns,"In your organization, what is the recycling rate (measured by sum of recyclables + organics divided by total garbage, as the percentage of of all waste that is recycled? ",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S003,Q003,Electricity Gas Water And Waste Services,"[Page 7] By avoiding landfill, it also lowers greenhouse gas emissions  that would otherwise have been generated. | [Page 16] How will we continue  to reduce our emissions  Methane emissions from landfills are nearly 72% of our  entire greenhouse gas emissions and they are material  to our overall footprint. | [Page 12] In addition, packaging waste generated in this process was diverted from landfill and recycled, helping to close the loop  on plastic waste. | [Page 16] REDUCING EMISSIONS FY24 Landfill gas capture 4.8PJ Landfill gas captured 48% of captured gas was used by   third parties as renewable energy 18% of captured gas was flared   to reduce impact 34% of captured gas   was converted to electricity Measuring methane at Melbourne Regional Landfill.",https://cleanaway2stor.blob.core.windows.net/cleanaway2-blob-container/2024/09/9762_Cleanaway_SR24_interactive_PDF_v5_SPREADS.pdf,26 | 7 | 16 | 12 | 18,PDF,2024.0,2025-04-23T05:07:14.412647
Cleanaway,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Electricity Gas Water And Waste Services,"[Page 5] We are also preparing for the new Australian Sustainability  Reporting Standards, which we see as an opportunity to  give our investors and stakeholders greater insight into  our work to create a sustainable future for our business,  our customers, our communities and the environment. | [Page 2] Our sustainability practices 2 are reported aligned with the Sustainability Accounting Standards Board (SASB) Waste  Management Standard, and with reference to the GRI Sustainability Reporting Standards 2021 (GRI Standards), the  United Nations Sustainable Development Goals (SDGs) and the recommendations of the Financial Stability Board’s  Taskforce on Climate-related Financial Disclosures (TCFD). | [Page 6] It reviews key disclosures, including Cleanaway’s  Sustainability Report, climate change disclosures, health,  safety and environmental compliance, and our Modern  Slavery Statement. | [Page 1] Sustainability Report 2024",https://cleanaway2stor.blob.core.windows.net/cleanaway2-blob-container/2024/09/9762_Cleanaway_SR24_interactive_PDF_v5_SPREADS.pdf,2 | 6 | 5 | 1,PDF,2024.0,2025-04-23T05:07:14.412647
Cleanaway,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Electricity Gas Water And Waste Services,,,,,,
Cleanaway,AU,Goal 5. Achieve gender equality and empower all women and girls,"In your organization, what is the percentage of women in managerial positions?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S001,Q001,Electricity Gas Water And Waste Services,"[Page 23] 39.3% 40.0% Proportion of females (CEO-2)  participating in leadership roles Proportion of females (CEO-1) participating in the executive team  From 36.2% in FY23 | [Page 23] In FY22, we challenged ourselves to achieve at least 40% women in the executive team (defined as CEO‑1) by 2027. | [Page 23] We have met our FY27 commitment to achieve 40% female Executive team participation (CEO‑1) three  years before projected, and are close to our 2030 commitment for females in leadership roles (CEO‑2) of 39.3%. | [Page 4] 5   Female participation figures represent the percentage of active employees as at 30 June 2024. | [Page 23] This target has been raised to challenge ourselves further to include at least 40% of women in leadership roles (defined  as CEO‑2) by 2030. | [Page 23] That means  significantly increased representation of women in operational and management roles and gender parity across the  organisation; for example, more women in traditionally male‑dominated areas, such as driving, and more men in traditionally  female‑dominated areas, such as customer service.",https://cleanaway2stor.blob.core.windows.net/cleanaway2-blob-container/2024/09/9762_Cleanaway_SR24_interactive_PDF_v5_SPREADS.pdf,23 | 4,PDF,2024.0,2025-04-23T05:07:14.412647
Cleanaway,AU,"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","In your organization, what percentage of annual energy usage is derived from renewable energy (clean fuels and technology)?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S002,Q002,Electricity Gas Water And Waste Services,"[Page 5] • Emissions reduction: We reduced our greenhouse  gas emissions (GHG) by 5.4%, and through our  renewable diesel demonstration, proved that we  could run our fleet on the renewable diesel HVO100,  which according to our lifecycle assessment would  generate 91% lower GHG’s than fossil diesel. | [Page 7] By avoiding landfill, it also lowers greenhouse gas emissions  that would otherwise have been generated. | [Page 16] REDUCING EMISSIONS FY24 Landfill gas capture 4.8PJ Landfill gas captured 48% of captured gas was used by   third parties as renewable energy 18% of captured gas was flared   to reduce impact 34% of captured gas   was converted to electricity Measuring methane at Melbourne Regional Landfill.",https://cleanaway2stor.blob.core.windows.net/cleanaway2-blob-container/2024/09/9762_Cleanaway_SR24_interactive_PDF_v5_SPREADS.pdf,18 | 16 | 7 | 5,PDF,2024.0,2025-04-23T05:07:14.412647
Everhard Industries,AU,Goal 12. Ensure sustainable consumption and production patterns,"In your organization, what is the recycling rate (measured by sum of recyclables + organics divided by total garbage, as the percentage of of all waste that is recycled? ",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S003,Q003,Manufacturing,,,,,,
Everhard Industries,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Manufacturing,,,,,,
Everhard Industries,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Manufacturing,,,,,,
Everhard Industries,AU,Goal 5. Achieve gender equality and empower all women and girls,"In your organization, what is the percentage of women in managerial positions?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S001,Q001,Manufacturing,,,,,,
Everhard Industries,AU,"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","In your organization, what percentage of annual energy usage is derived from renewable energy (clean fuels and technology)?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S002,Q002,Manufacturing,,,,,,
Fortescue,AU,Goal 12. Ensure sustainable consumption and production patterns,"In your organization, what is the recycling rate (measured by sum of recyclables + organics divided by total garbage, as the percentage of of all waste that is recycled? ",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S003,Q003,Mining,"[Page 34] Recycle more than 80 per cent of our waste  (excluding mineral waste, tyres and concrete) Waste recycled FY24   81%   FY23   81% FY22   83%   Innovation Investment and development in early stage  technologies will enable the achievement of our  decarbonisation ambitions and increase the  efficiency of our existing activities. | [Page 172] Corporate directory FORTESCUE  FY24 SUSTAINABILITY REPORT | 168 Material recycled The volume of waste recycled from  Fortescue’s Pilbara operations,  including port and rail, as a  percentage of the total volume of  waste generated, excluding tyres  and concrete waste. | [Page 140] Contributing to SDGs Year on year,  recycle more than  80 per cent of our  non-mineralised  waste volumes  at our mine sites,  excluding tyres and  concrete waste Target continues  into FY25  81% recycled Targets In FY24: Looking forward | [Page 143] In FY24, we recycled 81 per cent of non-mineralised  waste volumes across our Pilbara operations, excluding  tyres and concrete waste.",https://cdn.fortescue.com/docs/default-source/announcements-and-reports/fy24-sustainability-report.pdf?sfvrsn=f4bd363d_3,162 | 34 | 140 | 143 | 172 | 163,PDF,nan,2025-06-05T01:22:58.844234
Fortescue,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Mining,"[Page 151] Sustainability  Report GRI Sector  Standard ICMM  Principles UNGC  Principles FOUNDATIONAL SUSTAINABILITY DISCLOSURES GRI 2 | [Page 26] Key outcomes achieved through the ARMSC in FY24  include: •	 approval of the FY23 sustainability disclosure suite,  including the FY23 Sustainability Report, FY23  Climate Change Report and FY23 Modern Slavery  Statement •	 endorsement of the FY24 Materiality Assessment,  including approval of material topics •	 approval of a new Water Policy •	 endorsement of Science Based Targets initiative  (SBTi) submission strategy for target validation. | [Page 151] Entities included in  the organisation’s  sustainability  reporting About this report: page 3 - 2 2-3 | [Page 44] Stakeholder feedback during FY24 This report outlines our sustainability commitments  and performance and is supported by communication  throughout the year via media statements, company  publications, our Annual General Meeting, our website  and engagement with specific stakeholders. | [Page 89] SUSTAINABILITY REPORT    |    85 | [Page 151] General Disclosures 2021 2-1",https://cdn.fortescue.com/docs/default-source/announcements-and-reports/fy24-sustainability-report.pdf?sfvrsn=f4bd363d_3,26 | 151 | 89 | 44,PDF,nan,2025-06-05T01:22:58.844234
Fortescue,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Mining,Fortescue Ltd Australia joined un compact on 19-Apr-13,https://unglobalcompact.org/what-is-gc/participants/19138-Fortescue-Ltd,151 | 162 | 7 | 37 | 39 | 174,PDF,nan,2025-06-05T01:22:58.844234
Fortescue,AU,Goal 5. Achieve gender equality and empower all women and girls,"In your organization, what is the percentage of women in managerial positions?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S001,Q001,Mining,"[Page 8] Women represent  about 24 per cent of our workforce, 29 per cent of  leadership roles and 37 per cent of senior leadership  roles. | [Page 57] Our female employment rate increased steadily this  year, with female employees holding 24 per cent of total  positions, 29 per cent of leadership positions (Manager  roles and above) and 37 per cent of senior leadership roles  (General or Group Manager roles and above). | [Page 169] Female employment rate in  senior leadership roles The number of female, permanent  and fixed term (full time and part  time) employees, in roles defined  as group/general manager and  above who work across Fortescue,  as a percentage of the total number  of permanent and fixed term  employees. | [Page 30] Year-on-year  increase in our  female employment Year-on-year increase in  our female employment  in leadership roles Year-on-year increase in our  female employment in senior  leadership roles Female employment Females in leadership  (manager and above) Females in senior leadership  (group manager and above) FY24   24%   FY24   29%   FY24   37%   FY23   23% FY23  26% FY23  30% FY22    23%   FY22    24%   FY22    27%   Diversity, inclusion and equity continued To increase the number of First Nations Australian employees to be reflective of general society, and to provide  opportunities for First Nations Australian people to move into leadership positions. | [Page 169] Female employment rate in  manager and above roles The number of female, permanent  and fixed term (full time and part  time) employees, in roles defined  as supervisor and above who work  across Fortescue, as a percentage  of the total number of permanent  and fixed term employees. | [Page 53] Targets In FY24: Looking forward Year on year  increase in female  employment in  senior leadership  (group manager and  above) roles Target continues   into FY25 from 30%   in FY23 to  37% in FY24",https://cdn.fortescue.com/docs/default-source/announcements-and-reports/fy24-sustainability-report.pdf?sfvrsn=f4bd363d_3,8 | 57 | 169 | 30 | 53,PDF,nan,2025-06-05T01:22:58.844234
Fortescue,AU,"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","In your organization, what percentage of annual energy usage is derived from renewable energy (clean fuels and technology)?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S002,Q002,Mining,"[Page 93] We are reducing emissions  by working to decarbonise our operations and  deliver renewable energy and green technology  to the world. | [Page 16] The planet We are reducing emissions by working  to decarbonise our operations and deliver  renewable energy and green technology to the  world. | [Page 136] By 2030, approximately 97% of our electricity demand  is to be met by renewable resources. | [Page 34] By 2030,  approximately 97 per cent of our electricity  demand to be met by renewable resources. | [Page 137] The  remaining 30 per cent of non-renewable fuel energy  consumption is from the use of natural gas in our power  stations, as well as non-diesel marine fuels and oil-based  energy, such as lubricating oils, grease, acetylene, and  LPG throughout our operations.",https://cdn.fortescue.com/docs/default-source/announcements-and-reports/fy24-sustainability-report.pdf?sfvrsn=f4bd363d_3,93 | 136 | 138 | 34 | 16 | 137,PDF,nan,2025-06-05T01:22:58.844234
Foxtel (newscorp),AU,Goal 12. Ensure sustainable consumption and production patterns,"In your organization, what is the recycling rate (measured by sum of recyclables + organics divided by total garbage, as the percentage of of all waste that is recycled? ",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S003,Q003,Information Media And Telecommunications,"[Page 7] 5	 Zero waste means meeting or exceeding Zero Waste International Alliance business recognition program requirements of 90% or more diversion of all discarded resources  from landfills, incinerators and the environment. | [Page 7] 91% diversion rate across 22 sites in fiscal 2023. | [Page 41] Waste Generated in Operations 1,195 719 1,819 0.2% 153.0% 6.",https://newscorp.com/app/uploads/2024/10/News-Corp-ESG-2024_FINAL.pdf,48 | 41 | 11 | 7,PDF,2024.0,2025-06-05T00:06:01.185810
Foxtel (newscorp),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Information Media And Telecommunications,"[Page 5] •	 Reviews environmental sustainability  programs, goals and progress,   typically annually. | [Page 38] •	 Meeting expectations regarding sustainability. | [Page 12] •	 Through the Sustainability pillar of our  corporate giving program, we are proud to support  organizations that focus on improving environmental  outcomes for generations to come. | [Page 5] •	 Publication of our annual ESG report, including GRI  (Global Reporting Initiative) and SASB (Sustainable  Accounting Standards Board) indices, since 2021, helping  to provide ongoing transparency and accountability. | [Page 33] Our Global Compliance team conducts an annual  survey to measure employees’ levels of awareness of  available compliance resources and their perception of  our leadership’s commitment to ethics and integrity. | [Page 7] Continue to publicly report sustainability  practices annually to CDP (formerly Carbon  Disclosure Project).",https://newscorp.com/app/uploads/2024/10/News-Corp-ESG-2024_FINAL.pdf,33 | 7 | 38 | 5 | 12,PDF,2024.0,2025-06-05T00:06:01.185810
Foxtel (newscorp),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Information Media And Telecommunications,"[Page 33] We have assigned  targets to many of these metrics and review at least   annually whether those targets are being met. | [Page 7] 6	 Mills whose forest management practices are certified by an independent, internationally recognized sustainable forestry certification body such as Forest Stewardship  Council (FSC), Programme for the Endorsement of Forest Certification (PEFC), Sustainable Forest Initiative (SFI), Canadian Standards Association (CSA) or equivalent. | [Page 42] Products Externally Certified by Agencies with the Most Stringent Standards (US, UK, Australia) (%) 78% 77% 100% n/a 29.9% 1 | [Page 38] forest management practices are certified by independent,  internationally recognized sustainable forestry certification  bodies such as the Forest Stewardship Council, Programme  for the Endorsement of Forest Certification, Sustainable  Forest Initiative and Canadian Standards Association.",https://newscorp.com/app/uploads/2024/10/News-Corp-ESG-2024_FINAL.pdf,33 | 38 | 7 | 42,PDF,2024.0,2025-06-05T00:06:01.185810
Foxtel (newscorp),AU,Goal 5. Achieve gender equality and empower all women and girls,"In your organization, what is the percentage of women in managerial positions?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S001,Q001,Information Media And Telecommunications,"[Page 43] Workforce 53% 54% 53% Women in Management in U.S. | [Page 43] Women in Global Workforce 47% 48% 49% Women in Senior Leadership2 38% 37% 39% Women in U.S. | [Page 25] Our Directors are 43% female, include  six citizens of countries other than the United States and  four people who self-identify as Asian, Hispanic/Latinx or  two or more races/ethnicities, range in age from 44 to 71  (median age: 56), and bring to the boardroom a diversity of  backgrounds, viewpoints and expertise. | [Page 25] 60% of our independent  directors are female 54% FISCAL 2023  70% WHITE <1% NATIVE HAWAIIAN OR  OTHER PACIFIC ISLANDER  4% TWO OR MORE RACES 6% BLACK OR AFRICAN AMERICAN  7% HISPANIC OR LATINO 12% ASIAN <1% AMERICAN INDIAN OR  ALASKA NATIVE 30% FISCAL 2024  70% WHITE <1% NATIVE HAWAIIAN OR  OTHER PACIFIC ISLANDER  3.6% TWO OR MORE RACES 6% BLACK OR AFRICAN AMERICAN  7.8% HISPANIC OR LATINO 12.5% ASIAN <1% AMERICAN INDIAN OR  ALASKA NATIVE 30% INTRODUCTION ABOUT NEWS CORP OUR ESG APPROACH CLIMATE & ENVIRONMENT GOVERNANCE INDICES 25",https://newscorp.com/app/uploads/2024/10/News-Corp-ESG-2024_FINAL.pdf,25 | 43 | 23,PDF,2024.0,2025-06-05T00:06:01.185810
Foxtel (newscorp),AU,"Goal 7. Ensure access to affordable, reliable, sustainable and modern energy for all","In your organization, what percentage of annual energy usage is derived from renewable energy (clean fuels and technology)?",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S002,Q002,Information Media And Telecommunications,"[Page 10] •	 Use renewable energy when feasible and ultimately  target 100% renewable energy use. | [Page 10] GHG emissions, 78%  reported emission reduction activities and 70% reported  using renewable energy. | [Page 9] Renewable Energy In fiscal 2023, our total usage of renewable energy was 25.9%,  largely due to News UK’s purchase of electricity backed by  REGO certificates. | [Page 42] Energy Total Energy Consumption (MWh)5 391,224 288,579 260,563 185,609 -52.6% -28.8% Total MWh from Renewable Energy 6,466 19,961 65,338 48,053 643.1% -26.5% Forests Certified Paper (US, UK, Australia) (%)6 78% 77% 100% n/a 29.9% Year-Over-Year Percent Reduction of Paper Consumed (%) 14% 13% n/a n/a Products7 | [Page 7] 62% reduction of operational carbon emissions in  fiscal 20234 from our fiscal 2016 base year, primarily  through continuing digital transformation and energy  efficiency projects.",https://newscorp.com/app/uploads/2024/10/News-Corp-ESG-2024_FINAL.pdf,42 | 7 | 9 | 10,PDF,2024.0,2025-06-05T00:06:01.185810
Fujitsu Australia (fujitsu),AU,Goal 12. Ensure sustainable consumption and production patterns,"In your organization, what is the recycling rate (measured by sum of recyclables + organics divided by total garbage, as the percentage of of all waste that is recycled? ",1. I don't know. 2. < 10%. 3. 10% - 19%. 4. 20% - 29%. 5. 30% - 39%. 6. > 39%.,S003,Q003,Manufacturing,"[Page 310] In accordance with these concepts, Fujitsu Recycling Centers around Japan are entrusted to properly dispose of industrial waste, and one of Fujitsu’s voluntary management indicators is ''to reuse at least 90% of the resources in its ICT products for businesses.'' Changes in Resource Reuse Rates of End-of-life Business ICT Products Item FY2021 | [Page 336] The emission  intensity includes the transportation stage of waste.)  *5 The percentage by type of waste and disposal method is calculated based on the waste disposal results of our company Recycling Center in the previous fiscal year for products sold, and based on the waste disposal results of the PC3R Promotion Association for the previous fiscal year for other products collected. | [Page 335] Indicator  Unit  Calculation Method  Upstream  (Scope 3)  Waste generated in  operations  Tons  -CO2 Annual amounts of waste (discharged mainly by business  sites owned by Fujitsu) processed or recycled, by type and  processing method x Emissions per unit of annual amount  of waste processed or recycled  (Source: Database for calculating an organization's greenhouse  gas emissions through its supply chain ver. | [Page 310] Resource reuse rate (%) 92.9 93.6 94.1 | [Page 305] Although changes in our business structure have led to a reduction in overall waste generated, we remain dedicated to further reducing waste and strengthening our recycling and resource utilization efforts to further contribute to a more recycling oriented society.",https://www.fujitsu.com/global/documents/about/resources/reports/sustainabilityreport/2024-report/fujitsudatabook2024e.pdf,336 | 480 | 310 | 305 | 335,PDF,2024.0,2025-04-23T05:03:14.736401
Fujitsu Australia (fujitsu),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Manufacturing,"[Page 468] if the organization’s sustainability reporting has been externally assured: i. | [Page 206] Certification is granted to environmentally conscious organizations that develop systems for ongoing reductions in their environmental footprint. | [Page 374] Where there is a particular need to check whether sustainability activities are being fully implemented by a supplier, a CSR audit is conducted. | [Page 484] SASB Standards Comparison Table Sustainability Disclosure Topics and Accounting Metrics Topic Code Accounting Metric Reference Environmental Footprint of Hardware Infrastructure TC-SI-130 a.1 (1) Total energy consumed, (2) Percentage grid electricity, (3) Percentage renewable TC-SI-130 a.2 (1) Total water withdrawn, (2) Total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress TC-SI-130 a.3 | [Page 467] ◆Sustainability Data Book Framework 2-3 Reporting period, frequency and contact point  a. | [Page 293] Environmental value (renewable attribute) can be pursued and verified Fujitsu Group Sustainability Data Book 2024",https://www.fujitsu.com/global/documents/about/resources/reports/sustainabilityreport/2024-report/fujitsudatabook2024e.pdf,206 | 467 | 374 | 293 | 468 | 484,PDF,2024.0,2025-04-23T05:03:14.736401
Fujitsu Australia (fujitsu),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Manufacturing,"[Page 236] The SBTi was established in 2015 join tly by a number of organizations, including the World Resources Institute (WRI) and UN Global Compact. | [Page 2] GRI STANDARDS / UNITED NATIONS GLOBAL  COMPACT (UNGC) PRINCIPLES COMPARISON TABLE 12-1-1 | [Page 87] Please refer to the ''GRI Standard/UN Global Compact (GC) Index'' for the relationship between our sustainability activities and the United Nations Global Compact, as described in the ''Sustainability'' sites and ''Fujitsu Group Sustainability Data Book''. | [Page 467] GRI Standards / United Nations Global  Compact (UNGC) principles Comparison  Table  Return to Table of Contents | [Page 86] ＜The 10 principles of the UN Global Compact＞ The UN Global Compact consists of 10 pr inciples in the four areas of human rights, labor, the environment, and anti-corruption with which companies should rigorously comply. | [Page 474] ◆United Nations Global Compact 5.",https://www.fujitsu.com/global/documents/about/resources/reports/sustainabilityreport/2024-report/fujitsudatabook2024e.pdf,2 | 474 | 87 | 467 | 86 | 236,PDF,2024.0,2025-04-23T05:03:14.736401
