Organization,Country,SDG Goal,SDG Question,Answer Options,SDG Goal ID,SDG Ques ID,Industry,Filtered Content,URL,Page number,Document Type,Publication Date,Last updated Date
Bravus Mining & Resources (adanienterprises),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Mining,"[Page 226] Human Rights: 	 Become a signatory to UN Global Compact (UNGC). | [Page 117] Our supplier code of  conduct is a comprehensive set of guiding principles  that reflects our commitment to internationally  recognised standards, including the United Nations  Global Compact (UNGC) and core conventions of the  International Labour Organisation (ILO). | [Page 29] They align their efforts with global environmental  initiatives like the Paris Agreement, Business Ambition for  1.5C, and UN Global Compact, ensuring that their business  practices and supply chain management reflect these  commitments. | [Page 229] The Company also has a Supplier Code of Conduct (SCC) that covers various  human rights aspects; all procurement agreements of the Company with critical  suppliers include conditions pertaining to labour standards and occupational  health and safety. | [Page 251] If not, provide details of all such non-compliances, in the following  format: S. | [Page 123] Employees, Investors CRC, SRC Human Rights  Policy Compliance with international human  rights standards. | [Page 225] Name of the national and  international codes/certifications/ labels/ standards (e.g. | [Page 237] If not, provide details of all such non-compliances, in the following  format.",https://www.adanienterprises.com/-/media/Project/Enterprises/Investors/Investor-Downloads/Annual-Report/AEL-FY24.pdf | https://www.adanienterprises.com/-/media/Project/Enterprises/Investors/Investor-Downloads/Annual-Report/AEL-04-07-22_F.pdf,29 | 225 | 229 | 123 | 226 | 251 | 117 | 237,PDF,nan,2025-04-23T04:59:19.444358
Bupa Health Foundation (bupa),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Health Care And Social Assistance,"[Page 85] management control effectiveness assessments performed to  support IFRS financial statements, results and disclosures. | [Page 43] Governance – Oversight of  sustainability and ESG The Board sets the sustainability  strategy for the Group and closely  monitors progress through its Board  Sustainability Committee. | [Page 4] Strategic Report                                            |  Governance  |  Financial Statements  Bupa Annual Report 2023  37  Sustainability and ESG continued  2023 Group and UK operations GHG  emissions footprint  In accordance with the Streamlined Energy and Carbon  Reporting (SECR) requirements for a large unquoted  UK company, we report our UK-based energy usage  and GHG emissions. | [Page 63] There are governance structures in place to oversee the delivery of the  sustainability strategy. | [Page 53] ■The Board reviewed progress on the sustainability strategy and approved the Sustainability Enterprise Risk Policy. | [Page 85] internal and external limited assurance on sustainability and ESG  disclosures. | [Page 43] The Group Chief Sustainability and  People Officer chairs the Sustainability  Steering Committee (SSC), which  oversees Bupa’s global sustainability  agenda and reports to the Chief  Executive Committee (CEC) as  necessary. | [Page 91] It reviewed progress against the focus  areas for 2024 identified through the 2023  internally-facilitated Committee effectiveness  review: evolution of the sustainability Strategy  to remain relevant to the business and  business model; enhance the quality of the  emissions reduction data and other MI  presented to the Committee; and undertaken  knowledge-development sessions on the  sustainability landscape and ESG  developments.",https://www.bupa.com/~/media/files/b/bupa-v5/documents/annual-report-2024/bupa-group-2024-annual-report-and-accounts.pdf | https://www.bupa.com/~/media/files/b/bupa-v5/documents/annual-report-2023/bupa-sustainability-and-esg-section-ar2023.pdf,91 | 53 | 4 | 63 | 85 | 43,PDF,2024,2025-04-16T22:26:02.861770
Bupa Health Foundation (bupa),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Health Care And Social Assistance,"[Page 61] All staff are required to complete appropriate mandatory training. | [Page 225] das Nações Unidas, 12,901, Unidade 901, Torre Oeste, Bloco C, Centro Empresarial Nações  Unidas, Brooklin Paulista, São Paulo, SP, Brazil Personal System Serviços Médicos e  Odontológicos Ltda.",https://www.bupa.com/~/media/files/b/bupa-v5/documents/annual-report-2024/bupa-group-2024-annual-report-and-accounts.pdf,225 | 61,PDF,2024,2025-04-16T22:26:02.861770
Calix Limited (calix),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Manufacturing | Mining,"[Page 6] The Company has taken early steps to ensure key elements of the  ASRS are provided in this year’s Sustainability Report. | [Page 6] The Company has taken early steps to ensure key elements of the  ASRS are provided in this year’s Sustainability Report. | [Page 13] We are committed to make all of the UN Sustainability Development  Goals (SDGs) part of our company culture and day-to-day operations,  and we see corporate social responsibility (CSR) as a journey towards  long-term growth, competitiveness, big picture thinking, strong  company culture, and a genuine team spirit. | [Page 22] We will also introduce  sustainability as an evaluation criterion for new product and  supplier assessments. | [Page 22] We will also introduce  sustainability as an evaluation criterion for new product and  supplier assessments. | [Page 6] To this end, Calix commenced an ASRS gap analysis to identify areas  where the Company could improve by incorporating climate and  other material sustainability-related risks and opportunities in its  assessments and governance processes. | [Page 6] To this end, Calix commenced an ASRS gap analysis to identify areas  where the Company could improve by incorporating climate and  other material sustainability-related risks and opportunities in its  assessments and governance processes. | [Page 1] s  er  quitt or s is f ar M Calix Limited Sustainability Report 2024",https://calix.global/wp-content/uploads/2024/08/calix-limited-fy24-sustainability-report.pdf | https://www.calix.global/wp-content/uploads/2021/11/COP-Jan-4-2020-update_v59.pdf,22 | 1 | 13 | 6,PDF,2024,2025-04-23T05:02:27.701796
Calix Limited (calix),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Manufacturing | Mining,"[Page 6] United Nations Global Compact  • Launched in 2000 by the then Secretary General of the United  Nations, Kofi Annan, the United Nations (UN) Global Compact is a  call for companies to align their strategies and operations with      Ten Principles on human rights, labour, environment and      anti-corruption, and to take actions that advance societal      challenges, through business innovation and collaboration,      using the SDGs as the lighthouse. | [Page 4] We recognize that a key requirement for participation in the UN Global Compact is the annual submission of a  Communication on Progress (COP) that describes our company’s efforts to implement the Ten Principles. | [Page 4] We are committed to making the  UN Global Compact and its principles part of the strategy, culture and day-to-day operations of our company,  and to engaging in collaborative projects which advance the broader development goals of the United Nations,  particularly the Sustainable Development Goals. | [Page 2] With the broad-based support of all 193 participant countries of the United Nations General Assembly, the UN Global Compact remains the single, global normative authority  and reference point for action and leadership within a growing global corporate  sustainability movement. | [Page 4] This is separate from our initial letter of  commitment to join the UN Global Compact. | [Page 7] The UN Global Compact Management Model guides companies  through the process of formally committing to, assessing, defining, implementing, measuring, and communicating a corporate sustainability strategy based on the Global Compact  and its principles. | [Page 2] The United Nations Global Compact is the world’s largest corporate sustainability initiative, driven by the realisation that companies play a crucial part in enforcing human  rights and building a more sustainable world. | [Page 8] Our ambitions • Review our Code of Business Conduct to incorporate the UN Global Compact     Ten Principles. | Calix Limited Australia joined un compact on 10-Nov-20",https://www.calix.global/wp-content/uploads/2021/11/COP-Jan-4-2020-update_v59.pdf | https://unglobalcompact.org/what-is-gc/participants/142168-Calix-Limited,4 | 7 | 2 | 8 | 6,PDF,2021,2025-04-23T05:02:33.481681
Cleanaway,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Electricity Gas Water And Waste Services,"[Page 37] The environmental management system is  independently certified to international standard ISO14001. | [Page 6] The Sustainability Committee is key to that governance. | [Page 11] Like our safety management systems, the environmental  management system is independently certified  to international standard ISO14001. | [Page 11] View our certifications on our website. | [Page 5] We are also preparing for the new Australian Sustainability  Reporting Standards, which we see as an opportunity to  give our investors and stakeholders greater insight into  our work to create a sustainable future for our business,  our customers, our communities and the environment. | [Page 63] They are also a trusted advisor to governments at all  levels and businesses which means we can work together to  advocate for better sustainability outcomes. | [Page 37] Cleanaway Business Certifications Our commitment to protect the environment is set out in the  Cleanaway Environment Policy. | [Page 61] We work  with councils, schools and businesses to develop and  implement programs that help improve sustainable  practices.",https://cleanaway2stor.blob.core.windows.net/cleanaway2-blob-container/2024/09/9762_Cleanaway_SR24_interactive_PDF_v5_SPREADS.pdf | https://cleanaway2stor.blob.core.windows.net/cleanaway2-blob-container/2023/09/Cleanaway-FY23-Sustainability-Report.pdf,61 | 5 | 63 | 37 | 11 | 6,PDF,2023,2025-04-23T05:07:17.323664
Cleanaway,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Electricity Gas Water And Waste Services,"[Page 19] One of the ways  we ensure that our safety management system is effective is to have the  system independently certified to recognised standards. | [Page 37] The environmental management system is  independently certified to international standard ISO14001. | [Page 11] Like our safety management systems, the environmental  management system is independently certified  to international standard ISO14001.",https://cleanaway2stor.blob.core.windows.net/cleanaway2-blob-container/2024/09/9762_Cleanaway_SR24_interactive_PDF_v5_SPREADS.pdf | https://cleanaway2stor.blob.core.windows.net/cleanaway2-blob-container/2023/09/Cleanaway-FY23-Sustainability-Report.pdf,19 | 37 | 11,PDF,2023,2025-04-23T05:07:17.323664
Everhard Industries,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Manufacturing,,,,,,
Everhard Industries,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Manufacturing,,,,,,
Fortescue,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Mining,"[Page 84] Full details of this  assessment are provided in our FY24 Sustainability  Materiality Report available on our website at fortescue.com. | [Page 79] Our award criteria consider sustainability, along with  price, quality and schedule. | [Page 179] International Financial Reporting  Standards International Financial Reporting  Standards (IFRS) is a single set of  accounting standards, developed  and maintained by the International  Accounting Standards Board with the  intention of those standards being  capable of being applied on a globally  consistent basis. | [Page 236] International Financial Reporting  Standards International Financial Reporting  Standards (IFRS) is a single set of  accounting standards, developed  and maintained by the International  Accounting Standards Board with the  intention of those standards being  capable of being applied on a globally  consistent basis. | [Page 60] Sustainability is critical to the  future success of our Company  and we integrate it into all aspects  of our business Our Purpose   and Values Code of Conduct  and Integrity Targets Opportunities  and objectives Policies  Voluntary   commitments   and principles | [Page 117] (a) Compliance with IFRS  The financial statements of the Group also comply with  International Financial Reporting Standards (IFRS) as issued  by the International Accounting Standards Board. | [Page 160] (a) Compliance with IFRS  The financial statements of the Group also comply with  International Financial Reporting Standards (IFRS) as  issued by the International Accounting Standards Board. | [Page 60] Sustainability governance Good governance is critical to strong sustainability  performance, and our Board is responsible for the  oversight of all sustainability matters, receiving regular  updates through the Audit, Risk Management and  Sustainability Committee (ARMSC).",https://cdn.fortescue.com/docs/default-source/uncategorised/fy24-annual-report.pdf | https://cdn.fortescue.com/docs/default-source/announcements-and-reports/2597718.pdf?sfvrsn=edccad94_6,236 | 84 | 160 | 79 | 117 | 60 | 179,PDF,nan,2025-04-23T04:58:11.314386
Fortescue,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Mining,[Page 41] United Nations  Global Compact International World's largest corporate sustainability  initiative. | [Page 78] We are a founding member of  the Heavy Industry Low-carbon Transition Cooperative  Research Centre (HILT CRC). | Fortescue Ltd Australia joined un compact on 19-Apr-13,https://cdn.fortescue.com/docs/default-source/uncategorised/fy24-annual-report.pdf | https://cdn.fortescue.com/docs/default-source/announcements-and-reports/2597653.pdf?sfvrsn=79eaba4e_8 | https://unglobalcompact.org/what-is-gc/participants/19138-Fortescue-Ltd,41 | 78,PDF,nan,2025-04-23T04:58:12.826717
Foxtel (newscorp),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Information Media And Telecommunications,"[Page 25] The Company’s health and safety management  systems are designed to ensure compliance with local and international environmental, health and safety standards and regulatory  requirements.",https://newscorp.com/wp-content/uploads/2023/10/News-Corp-Annual-Report-2023.pdf,25,PDF,2023,2025-04-23T05:17:20.877079
Foxtel (newscorp),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Information Media And Telecommunications,[Page 73] We are a public accounting firm registered with the PCAOB and are required to be independent with respect to the  Company in accordance with the U.S.,https://newscorp.com/wp-content/uploads/2023/10/News-Corp-Annual-Report-2023.pdf,73,PDF,2023,2025-04-23T05:17:20.877079
Fujitsu Australia (fujitsu),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Manufacturing,"[Page 206] Certification is granted to environmentally conscious organizations that develop systems for ongoing reductions in their environmental footprint. | [Page 129] Certification is granted to environmentally conscious organizations that develop systems for ongoing  reductions in their environmental footprint. | [Page 468] if the organization’s sustainability reporting has been externally assured: i. | [Page 275] if the organization’s sustainability reporting has  been externally assured:  i. | [Page 374] Where there is a particular need to check whether sustainability activities are being fully implemented by a supplier, a CSR audit is conducted. | [Page 259] It was consequently certified by the MOE as a “Nationally Certified Sustainably Managed Natural Sites” in 2023. | [Page 74] In addition, the acquisition of this certification is an appeal factor demonstrating that we actively employ energy-saving technologies, continuously engage in advancing energy efficiency and thereby drive forward our development of products capable of contributing to the reduction of electricity consumed by customers' use of products. | [Page 150] It  collaborates with the Sustainability Management Committee to  identify, analyze, and assess risks, and then formulates and  implements recurrence prevention measures.",https://www.fujitsu.com/global/documents/about/resources/reports/sustainabilityreport/2023-report/fujitsudatabook2023e.pdf | https://www.fujitsu.com/global/documents/about/environment/risk/CDP%20Climate%20Change%202023_partial_delete.pdf | https://www.fujitsu.com/global/documents/about/resources/reports/sustainabilityreport/2024-report/fujitsudatabook2024e.pdf,150 | 206 | 259 | 275 | 129 | 74 | 374 | 468,PDF,2024.0,2025-04-23T05:03:14.736401
Fujitsu Australia (fujitsu),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Manufacturing,"[Page 93] (*1) Ten principles of the United Nations Global Compact: The compact identifies 10 pr inciples that corporations should uphold in four areas: human rights, labor practices, the environment and anti-corruption. | [Page 86] ＜The 10 principles of the UN Global Compact＞ The UN Global Compact consists of 10 pr inciples in the four areas of human rights, labor, the environment, and anti-corruption with which companies should rigorously comply. | [Page 54] (*1) Ten principles of the United Nations Global Compact:  The compact identifies ten principles that corporations should uphold in four areas: human rights, labor practices, the  environment and anti-corruption. | [Page 49] ＜The 10 principles of the UN Global Compact＞  The UN Global Compact consists of 10 principles in the four areas of human rights, labor, the  environment, and anti-corruption with which companies should rigorously comply. | [Page 86] What is the Global Compact? | [Page 49] What is the Global Compact? | [Page 87] Please refer to the ''GRI Standard/UN Global Compact (GC) Index'' for the relationship between our sustainability activities and the United Nations Global Compact, as described in the ''Sustainability'' sites and ''Fujitsu Group Sustainability Data Book''.  * We have been reporting our COP (Communication on Progress) at the Advanced Level since FY 2012. | [Page 86] United Nations Global Compact Fujitsu announced its support of the United Nations Global Compact in December 2009.",https://www.fujitsu.com/global/documents/about/resources/reports/sustainabilityreport/2023-report/fujitsudatabook2023e.pdf | https://www.fujitsu.com/global/documents/about/resources/reports/sustainabilityreport/2024-report/fujitsudatabook2024e.pdf,54 | 86 | 49 | 87 | 93,PDF,2024.0,2025-04-23T05:03:14.736401
GHD Group (ghd),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Electricity Gas Water And Waste Services,"[Page 15] They are  receiving practical guidance and training  to support the integration of sustainability  into their business planning and the  technical work they do. | [Page 58] We have integrated our  Sustainability Way principles into both  our Vendor Code of Conduct and vendor  pre-qualification. | [Page 6] We are also committed to transparent  sustainability reporting, guided by  industry-specific reporting frameworks,  to protect the long-term value of our  business. | [Page 75] Appendix Transparent sustainability  reporting is central to  protecting the long-term  value of our business. | [Page 76] Future reports will also  align with the Australian Sustainability  Reporting Standard (ASRS) for climate- related disclosures as required by the  Australian government. | [Page 80] Future reports will also align with the Australian Sustainability Reporting Standard (ASRS) for  climate-related disclosures as required by the Australian government. | [Page 36] Where not  possible, Renewable Energy Certificates  are required. | [Page 21] From the GHD Group Board of  Directors to our Chief Executive  Officer and Enterprise Leadership  Team and extending to the leaders  of our offices and practices,  environmental and social sustainability  is recognised as a critical element in  achieving our objectives as a company.",https://info.ghd.com/sustainability-report-FY2024?utm_source=direct&utm_content=en-hero-download-button&utm_campaign=sustainability-sustainreport-FY24-FY25,21 | 36 | 58 | 80 | 76 | 15 | 75 | 6,PDF,2024,2025-04-23T06:12:58.102809
GHD Group (ghd),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Electricity Gas Water And Waste Services,"[Page 76] We  also demonstrate our commitment to the  Ten Principles of the UN Global Compact  through our annual Communication on  Progress. | [Page 19] GHD has been a participant of the UN  Global Compact since 2010. | [Page 63] This is what is required and expected of all organisations. | [Page 29] We are also certified  in UK Cyber Essentials and Cyber  Essentials Plus. | [Page 53] Our Human Rights  Statement, the guiding principles of our  Sustainability Way, our Project Selection  Standard and our commitment to global  frameworks, including the Universal  Declaration of Human Rights and the UN  Global Compact, provide the basis for our  human rights due diligence and promote  respect for human rights. | GHD Pty Ltd Australia joined un compact on 5-Mar-10",https://info.ghd.com/sustainability-report-FY2024?utm_source=direct&utm_content=en-hero-download-button&utm_campaign=sustainability-sustainreport-FY24-FY25 | https://unglobalcompact.org/what-is-gc/participants/11287-GHD-Pty-Ltd,29 | 53 | 63 | 76 | 19,PDF,2024,2025-04-23T06:12:58.102809
Go Kindly,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Manufacturing,,,,,,
Go Kindly,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Manufacturing,,,,,,
Healthscope,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Health Care And Social Assistance,[Page 12] Apr 2025 Chief  Operating  Officer •	 Develop commercial relationships with  Aboriginal and/or Torres Strait Islander  businesses.,https://healthscope.com.au/application/files/4917/0961/4481/HSC_Reconciliation_Action_Plan_2024_050224-compressed.pdf#page=7.07,12,PDF,2024,2025-04-16T22:26:16.632690
Healthscope,AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Health Care And Social Assistance,[Page 2] Our board  and executive leadership committees now perform  an ‘Acknowledgment of Country’ at the start of all  meetings and we recognise NAIDOC and National  Reconciliation Week across all our hospitals and  support offices.,https://healthscope.com.au/application/files/4917/0961/4481/HSC_Reconciliation_Action_Plan_2024_050224-compressed.pdf#page=7.07,2,PDF,2024,2025-04-16T22:26:16.632690
Macquarie Media (macquarie),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Information Media And Telecommunications,"[Page 41] This includes the work of  the International Sustainability Standards Board (ISSB) under the  International Financial Reporting Standards (IFRS) Foundation. | [Page 167] Consequently, this Financial  Report is compliant with IFRS. | [Page 55] During the year, the International  Sustainability Standards Board (ISSB) published the following  sustainability reporting standards: •	 IFRS S1 General Requirements of Sustainability-related  Financial Information (IFRS S1), which sets out the overall  requirements for sustainability-related financial disclosures; and •	 IFRS S2 Climate-related Disclosures (IFRS S2), which will require  the disclosure of information that enables the users of financial  statements to understand the reporting entity’s governance,  strategy, risk management, and metrics and targets in relation  to climate-related risks and opportunities. | [Page 56] They are supported  by the Environmental and Social Risk (ESR) team. | [Page 15] By building on existing standards,  frameworks and taxonomies, we helped create a comprehensive set of sustainability criteria that can operate as a one-stop solution for  sustainability labelling. | [Page 39] The assessment of climate  and environmental risks for new transactions and investments  is managed in consultation with ESR teams as part of the credit  approval process. | [Page 37] An environmental and social  risk (ESR) review is required for all new business activities, in line  with the ESR Policy requirements. | [Page 49] Verified emissions of the company are available.",https://www.macquarie.com/assets/macq/investor/reports/2024/macquarie-group-fy24-annual-report.pdf | https://www.macquarie.com/assets/macq/impact/esg/policies/net-zero-climate-risk-2023.pdf,55 | 39 | 167 | 41 | 15 | 56 | 49 | 37,PDF,2023,2025-04-23T05:17:26.986054
Macquarie Media (macquarie),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Information Media And Telecommunications,[Page 22] This is managed through sustainably certified suppliers  globally.,https://www.macquarie.com/assets/macq/impact/esg/policies/net-zero-climate-risk-2023.pdf,22,PDF,2023,2025-04-23T05:17:26.986054
Minerals Council of Australia (minerals),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Mining,"[Page 29] •	 Towards Sustainable Mining: Brought  TSM into operation with the establishment of  national stakeholder advisory panel, website  and member reporting portal. | [Page 36] Sustainability Committee (Formed in September 2023) Chair: Beth White  |  Newcrest Co-chair: Earl Melamed  |  Glencore Co-chair: Mia Gous  |  Newmont Leads national policy development and implementation across  environmental and social portfolios. | [Page 31] Next steps:  TSM training, stakeholder panel  and web portal  Engage in design of national  environmental law   Input to the Taskforce on Nature  Based Financial Disclosures. | [Page 8] The Towards Sustainable Mining  sustainability accounting system –  under adoption by the MCA members  – supports continual improvement and  provides unprecedented transparency  around the industry’s environmental and  social performance governance. | [Page 14] While there will always be a strong focus  on responsible on-site environmental  management, industry also partners  with local communities, First Nations’  landholders and groups, non-government  organisations and others to support  broader environmental objectives. | [Page 14] This leading practice tool has been  adopted internationally and is reflected  in global sustainability reporting  requirements. | [Page 18] ENVIRONMENT AND SUSTAINABILITY Good environmental, social and governance  (ESG) performance relies on ongoing investment  in workforce capability, research, technology  and innovative practice to improve safety and  workforce diversity, reduce emissions and water  use, support biodiversity and reduce waste. | [Page 18] Second, MCA members are implementing  the globally recognised Towards Sustainable  Mining (TSM) system which will provide greater  accountability and transparency of the industry’s  performance at site level – where it matters most.",https://minerals.org.au/wp-content/uploads/2024/06/MCA-Annual-Report_2023.pdf | https://minerals.org.au/wp-content/uploads/2023/10/MCA-Annual-Report_2022.pdf,29 | 36 | 31 | 18 | 8 | 14,PDF,2024,2025-04-23T04:58:52.220648
Minerals Council of Australia (minerals),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Mining,[Page 9] The secretariat also continues to work  with member companies to target skills  and deliver quality education and training  to satisfy the industry’s workforce  requirements that will be crucial in  delivering the critical minerals the world  will need to decarbonise.,https://minerals.org.au/wp-content/uploads/2023/10/MCA-Annual-Report_2022.pdf,9,PDF,2023,2025-04-23T04:58:56.427112
National Disability Insurance Agency (NDIA),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Does your organization have an active IFRS certification in sustainability?,1. I don't know. 2. No. 3. 1-3  year active certification. 4. 4-6 year active certification. 5. 7-9 year active certification. 6. 10+ year active certification.,S004,Q005,Health Care And Social Assistance,[Page 17] We want to be one of the best organisations  in the world at doing this.,https://www.ndis.gov.au/media/7390/download?attachment,17,PDF,nan,2025-04-23T06:19:45.196938
National Disability Insurance Agency (NDIA),AU,Goal 17. Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,Is your organisation certified with UN Compact?,"1. I don't know. 2. No. 3. No, but it is in planning for this year. 4. No, but certification is in progress. 5. Yes, certified, active this year. 6. Yes, certified , active this year, and have renewed certification once or more times",S004,Q004,Health Care And Social Assistance,[Page 6] The UN Convention is an agreement  between countries. | [Page 6] We call it the UN Convention. | [Page 33] UN Convention on the Rights of Persons  with Disabilities  The UN Convention is an agreement  between countries.,https://www.ndis.gov.au/media/7390/download?attachment,6 | 33,PDF,nan,2025-04-23T06:19:45.196938
